code,name
972C,"DIGITAL NETWORK ACCESS COMMUNICATIONS, INC. - IL"
400G,"CLEAR RATE COMMUNICATIONS, INC. - IL"
4234,ILLINOIS VALLEY CELLULAR RSA 2-I PARTNERSHIP
272C,"BIG RIVER TELEPHONE COMPANY, LLC - IL"
0978,ALHAMBRA - GRANTFORK TELEPHONE CO.
1091,WOODHULL COMMUNITY TELEPHONE CO.
0983,CAMBRIDGE TELEPHONE CO.
104G,"NEW WINDSOR CABLE TV, INC. - IL"
1062,NEW WINDSOR TELEPHONE CO.
4624,"ONEIDA NETWORK SERVICES, INC."
3377,"WINDSTREAM NUVOX ILLINOIS, LLC"
3808,"AERO COMMUNICATIONS, INC - IL"
093F,"ONVOY, LLC  MO"
1066,ONEIDA TELEPHONE EXCHANGE
1000,"FRONTIER COMMUNICATIONS OF THE CAROLINAS, INC - IL"
443F,"AERO NORTH COMMUNICATIONS, INC. - IL"
1057,GALLATIN RIVER COMMUNICATIONS DBA CENTURYLINK
1067,"FRONTIER COMMUNICATIONS OF ORION, INC."
1065,"ODIN TELEPHONE EXCHANGE, INC."
1029,HENRY COUNTY TELEPHONE CO.
5800,"ITV 3, LLC DBA I3 BROADBAND"
1016,GENESEO TELEPHONE CO.
5489,"LEVEL 3 COMMUNICATIONS, LLC - WI"
623D,TIME WARNER CABLE INFORMATION SVCS (WISCONSIN) WI
1037,ILLINOIS CONSOLIDATED TELEPHONE CO.
1055,"FRONTIER COMMUNICATIONS OF MIDLAND, INC."
1038,"FRONTIER COMMUNICATIONS OF ILLINOIS, INC."
1092,STELLE TELEPHONE CO.
0984,CASS TELEPHONE COMPANY
0976,ADAMS TELEPHONE COOPERATIVE
7091,"ADAMS TELSYSTEMS, INC."
075A,"DELTA COMMS, LLC DBA CLEARWAVE COMMUNICATIONS - IL"
1024,HAMILTON COUNTY TELEPHONE CO-OP
6761,ANSWER AMERICA DBA ANSWER USA
1053,METAMORA TELEPHONE CO.
4837,"MTCO COMMUNICATIONS, INC."
1060,MOULTRIE INDEPENDENT TELEPHONE CO.
1012,"FLAT ROCK TELEPHONE COOPERATIVE, INC."
1043,LAHARPE TELEPHONE COMPANY
6579,INNOTECH CORPORATION
772H,"WABASH INDEPENDENT NETWORKS, INC DBA WABASH COMM"
911E,CONSOLIDATED COMMUNICATIONS ENTERPRISE SERVICES-IL
5272,ILLINOIS VALLEY CELLULAR RSA 2-II PARTNERSHIP
1021,GRANDVIEW MUTUAL TELEPHONE CO.
342F,"MTC COMMUNICATIONS, INC. - IL"
9325,AMERITECH INDIANA
7314,"TELEPORT COMMUNICATIONS AMERICA, LLC - IN"
105F,"BANDWIDTH.COM CLEC, LLC - IN"
097D,"ONVOY, LLC  IN"
4803,"LEVEL 3 COMMUNICATIONS, LLC - IN"
455H,"CENTURY ENTERPRISES, INC. - IL"
6769,"NOVACOM, INC."
1004,CONSOLIDATED COMMUNICATIONS OF CENTRAL ILLINOIS
1025,SHAWNEE TELEPHONE CO.
248J,"FUTIVA, LLC - IL"
458H,"SHAWNEELEC, INC."
1086,TONICA TELEPHONE CO.
0998,"FRONTIER COMMUNICATIONS OF DEPUE, INC."
1048,MCNABB TELEPHONE CO.
1023,GRIDLEY TELEPHONE CO.
1073,"FRONTIER COMMUNICATIONS OF PRAIRIE, INC."
1061,"FRONTIER COMMUNICATIONS OF MT. PULASKI, INC."
0990,CLARKSVILLE MUTUAL TELEPHONE CO.
1026,HARRISONVILLE TELEPHONE CO.
1009,C-R TELEPHONE CO.
1058,MONTROSE MUTUAL TELEPHONE CO.
1854,"GRAFTON TECHNOLOGIES, INC.-IL"
225C,"ONVOY, LLC  WI"
5814,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MO
173H,LOCAL ACCESS LLC - MO
7432,"MCI WORLDCOM COMMUNICATIONS, INC - MO"
4774,"XO MISSOURI, INC."
7218,TELEPORT COMMUNICATIONS GROUP - ST. LOUIS
4891,"WINDSTREAM NUVOX MISSOURI, LLC"
993E,"BANDWIDTH.COM CLEC, LLC - MO"
4932,"LEVEL 3 COMMUNICATIONS, LLC - MO"
225F,"PEERLESS NETWORK OF MISSOURI, LLC - MO"
5607,"CHARTER FIBERLINK, LLC - MO"
8665,"FUSION CLOUD SERVICES, LLC"
933H,"AIRUS, INC. - MO"
824C,"INTRADO COMMUNICATIONS, LLC"
4004,"GLOBAL CROSSING LOCAL SERVICES, INC.-MO"
6844,METROTEL
7407,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- MO"
197H,"COMPUTER TECHNIQUES, INC. - IL"
1011,"FRONTIER COMMUNICATIONS OF LAKESIDE, INC."
1017,GLASFORD TELEPHONE CO.
1020,GRAFTON TELEPHONE CO.
1046,LEONORE MUTUAL TELEPHONE CO.
1049,MADISON TELEPHONE CO.
424H,HTC COMMUNICATIONS CO. - IL
023B,"BIG RIVER TELEPHONE COMPANY, LLC - MO"
1041,KINSMAN MUTUAL TELEPHONE COMPANY
279F,"PEERLESS NETWORK OF INDIANA, LLC - IN"
930B,"COMCAST PHONE OF CENTRAL INDIANA, LLC - IN"
1045,LEAF RIVER TELEPHONE CO.
1079,"FRONTIER COMMUNICATIONS OF SCHUYLER, INC. - IL"
1050,MARSEILLES TELEPHONE CO. OF MARSEILLES
1151,SPECTRA COMMUNICATIONS GROUP LLC DBA CENTURYLINK
0848,BERGEN TELEPHONE CO. - WISCONSIN
7979,US XCHANGE OF WISCONSIN LLC DBA CHOICE ONE COMM WI
7804,TDS METROCOM INC. - WI
9327,AMERITECH WISCONSIN
7216,"TELEPORT COMMUNICATIONS AMERICA, LLC - WI"
8283,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- WI"
0886,FRONTIER NORTH INC. - WI
7767,"OVATION COMMUNICATIONS OF WISCONSIN, INC."
0946,SHARON TELEPHONE CO. - WISCONSIN
7747,SHARON TELEPHONE COMPANY
0955,STATE LONG DISTANCE TELEPHONE CO.
6725,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - IN
7060,"LEVEL 3 TELECOM OF INDIANA, LP - IN"
8934,"WINDSTREAM NORLIGHT, INC. - IN"
501G,"BIG RIVER TELEPHONE COMPANY, LLC - IN"
2548,"GLOBAL CROSSING LOCAL SERVICES, INC.-IN"
3292,"WINDSTREAM NUVOX INDIANA, LLC"
0775,HANCOCK RURAL TELEPHONE CORP. DBA NINESTAR CONNECT
7459,"HANCOCK COMMUNICATIONS, INC. - IN"
2964,OMNIPOINT COMMUNICATIONS MIDWEST OPERATIONS LLC
0832,"UNITED TEL. CO. OF INDIANA, INC. DBA CENTURYLINK"
6158,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- IN"
338E,BRIGHT HOUSE NTWS INFORMATION SVCS (INDIANA) - IN
065E,"AERO COMMS DBA AERO SOUTH COMMUNICATIONS, LLC - IN"
8366,US XCHANGE OF INDIANA LLC DBA CHOICE ONE COMM IN
3768,"LEES COMMUNICATIONS, LLC"
7440,"MCI WORLDCOM COMMUNICATIONS, INC. - IN"
970C,CMN-RUS INC. - IN
352E,YMAX COMMUNICATIONS CORP. - IN
3638,CBTS TECHNOLOGY SOLUTIONS LLC  IN
203H,LOCAL ACCESS LLC - IN
472C,"HRS INTERNET, LLC DBA EVERSTREAM"
469H,"RCLEC, INC."
930H,"AIRUS, INC. - IN"
817C,"INTRADO COMMUNICATIONS, LLC"
4552,RTC COMMUNICATIONS CORP.
0772,"FRONTIER NORTH, INC. - IN"
0759,DAVIESS MARTIN CTY RURL TEL DBA RTC COMMUNICATIONS
0827,"SWEETSER RURAL TELEPHONE CO., INC."
0826,"SWAYZEE TELEPHONE CO., INC."
0831,"FRONTIER MIDSTATES, INC. - IN"
4169,COMMUNICATIONS VENTURE CORP DBA INDIGITAL TELECOM
4117,"FBN INDIANA, INC.-IN"
874F,"MCC TELEPHONY OF THE MID-WEST, LLC - IN"
494G,"COMMUNITY FIBER SOLUTIONS, INC. - IN"
0753,CLAY COUNTRY RURAL TEL COOP DBA ENDEAVOR COMM
0829,"TIPTON TELEPHONE CO., INC."
0830,"TRI - COUNTY TELEPHONE CO., INC."
0837,"WEST POINT TELEPHONE CO., INC."
0819,"SOUTHEASTERN INDIANA RURAL TELEPHONE COOP., INC."
4857,MILES COMMUNICATIONS INC. DBA ENHANCED TELECOMM CO
0779,"FRONTIER NORTH, INC. - IN"
8943,"BLUERIVER COMMUNICATIONS, INC. - IN"
365C,"POWERTEL KENTUCKY LICENSES, INC."
551D,TIME WARNER CABLE INFORMATION SVCS (INDIANA) - IN
0807,"PERRY - SPENCER RURAL TELEPHONE COOP., INC."
5584,"PERRY-SPENCER COMMUNICATIONS, INC. - IN"
0747,CENTURYTEL OF CENTRAL INDIANA INC DBA CENTURYLINK
919G,"METRO FIBERNET, LLC - IN"
0816,"S & W TELEPHONE CO., INC."
068F,"FULLNET ADVANCED COMMUNICATIONS, INC. IN"
774D,SMITHVILLE TELECOM LLC - IN
0818,"SMITHVILLE COMM., INC DBA SMITHVILLE TELEPHONE CO."
0742,"BLOOMINGDALE HOME TELEPHONE CO., INC."
383D,CRAIGVILLE TELCO DBA ADAMS WELLS TELECOM - IN
0756,"CRAIGVILLE TELEPHONE CO., INC."
0751,CITIZENS TELEPHONE CORP.
4111,"SIGECOM, LLC DBA WOW INTERNET CABLE AND PHONE"
0776,COMMUNICATIONS CORP. OF INDIANA
0777,HOME TELEPHONE CO. OF PITTSBORO
0792,"MULBERRY COOPERATIVE TELEPHONE CO., INC."
0813,"PULASKI - WHITE RURAL TELEPHONE COOP., INC."
204H,"PULASKI-WHITE RURAL TELEPHONE COOPERATIVE, INC."
0744,"CAMDEN TELEPHONE CO., INC."
0771,"GEETINGSVILLE TELEPHONE CO., INC."
4704,"SEI DATA, INC."
0834,"WASHINGTON COUNTY RURAL TELEPHONE COOP., INC."
8654,"BROADWING COMMUNICATIONS, LLC - IN"
919A,"MIDWEST TELECOM OF AMERICA, INC. - IN"
663H,"NEW LISBON BROADBAND AND COMMUNICATIONS, LLC - IN"
404D,BLUEGRASS WIRELESS LLC
615C,US LEC COMMUNICATIONS INC. - IN
896E,"ONVOY, LLC - KY"
3583,"WIN.NET TELECOMMUNICATIONS, INC. - KY"
987E,"BANDWIDTH.COM CLEC, LLC - KY"
4369,"LEVEL 3 COMMUNICATIONS, LLC - KY"
6500,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - KY
035H,"PEERLESS NETWORK OF KENTUCKY, LLC - KY"
698F,TIME WARNER CBL INFO SV (KY) DBA TIME WARNER-KY
7260,"LEVEL 3 TELECOM OF KENTUCKY, LLC - KY"
6595,"RAM TECHNOLOGIES, INC. - KENTUCKY"
8406,"TELEPORT COMMUNICATIONS AMERICA, LLC - KY"
2466,"WINDSTREAM NORLIGHT, INC. - KY"
3786,"AERO COMMUNICATIONS, INC - KY"
781F,"MCC TELEPHONY OF THE SOUTH, LLC - KY"
3495,US LEC OF TENNESSEE INC. - KY
861C,"INTRADO COMMUNICATIONS, LLC"
4165,"DATA EXPRESS, INC."
355E,YMAX COMMUNICATIONS CORP. - KY
5672,BRANDENBURG TELECOM LLC - KY
932H,"AIRUS, INC. - KY"
0402,"WINDSTREAM KENTUCKY WEST, INC."
480F,"CORETEL KENTUCKY, INC. - KY"
735B,"WIN.NET TELECOMMUNICATIONS, INC. - IN"
9303,"ACME COMMUNICATIONS, INC. - ULEC - IN"
0828,"FRONTIER COMMUNICATIONS OF THORNTOWN, INC."
661H,"MULBERRY COOPERATIVE TELEPHONE COMPANY, INC. - IN"
731H,"BLOOMINGDALE HOME TELEPHONE COMPANY, INC. - IN"
0801,"CENTURYTEL OF ODON, INC. DBA CENTURYLINK"
0783,"LIGONIER TELEPHONE COMPANY, INC."
0800,"NORTHWESTERN INDIANA TELEPHONE CO., INC."
0809,COMMUNICATIONS CORP. OF SOUTHERN INDIANA
0839,"YEOMAN TELEPHONE CO., INC."
4632,"TELNET WORLDWIDE, INC."
0695,"FRONTIER NORTH, INC. - MI"
6120,"LEVEL 3 COMMUNICATIONS, LLC - MI"
0750,"FRONTIER COMMUNICATIONS OF INDIANA, INC."
0778,"HOME TELEPHONE CO., INC. IN"
0797,"NEW PARIS TELEPHONE, INC."
0788,MERCHANTS & FARMERS TELEPHONE CO.
0790,"MONON TELEPHONE CO., INC."
0796,"NEW LISBON TELEPHONE CO., INC."
0825,SUNMAN TELECOMMUNICATIONS CORPORATION
9348,"CINCINNATI BELL, INC."
3376,"WINDSTREAM NUVOX OHIO, LLC"
6025,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - OH
309B,CINCINNATI BELL EXTENDED TERRITORIES LLC - OH
4863,"LEVEL 3 COMMUNICATIONS, LLC - OH"
001F,BANDWIDTH.COM CLEC LLC - OH
7836,INTERMEDIA COMMUNICATIONS INC. - OH
8638,"GLOBAL CROSSING LOCAL SERVICES, INC.-OH"
036B,"CITYNET OHIO, LLC - OH"
547D,TIME WARNER CABLE INFORMATION SVCS (OHIO) - OH
0661,UNITED TEL. CO. OF OHIO - CENTURYLINK
7460,"LEVEL 3 TELECOM OF OHIO, LLC - OH"
3395,PNG TELECOMMUNICATIONS INC DBA POWER NET GLOBAL-OH
464C,"ONVOY, LLC - OH"
261E,YMAX COMMUNICATIONS CORP. - OH
7163,ICG TELECOM GROUP - OH
765H,"WIDE VOICE, LLC - OH"
0615,"FRONTIER NORTH, INC. - OH"
695H,"AIRUS, INC"
600F,CBTS TECHNOLOGY SOLUTIONS LLC  OH
7532,"TELEPORT COMMUNICATIONS AMERICA, LLC - OH"
284F,"PEERLESS NETWORK OF OHIO, LLC - OH"
924G,"BRIGHTLINK COMMUNICATIONS, LLC - OH"
8286,INTERMEDIA COMMUNICATIONS INC. - IN
6161,INTERMEDIA COMMUNICATIONS INC. - KY
0021,"GLOBAL CROSSING LOCAL SERVICES, INC. - KY"
0208,NUVOX COMMUNICATIONS OF KENTUCKY - KY
7243,ICG TELECOM GROUP - KY
0815,"ROCHESTER TELEPHONE CO., INC."
2518,"LUCRE, INC."
6003,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MI
9323,AMERITECH MICHIGAN
7443,"MCI WORLDCOM COMMUNICATIONS, INC. - OH"
9133,"GOLDSTAR COMMUNICATIONS, LLC - OH"
8911,JAMAICA TELEPHONE CO.
8250,JAMAICA COMMUNICATIONS LTD
001A,CENTENNIAL DIGITAL JAMAICA LIMITED
002A,MOSSEL (JAMAICA) LIMITED
692D,JAMAICA NETWORK ACCESS POINT LIMITED - JM
682E,ISLAND NETWORKS LIMITED
015E,TLM COMMUNICATIONS LIMITED
748A,COLUMBUS COMMUNICATIONS JAMAICA LIMITED - JM
531A,SYMBIOTE INVESTMENTS LIMITED
553C,RELIANT ENTERPRISE COMMUNICATIONS LIMITED
331B,QUICKSILVER TECHNOLOGIES LTD. - JM
740D,PEOPLE'S TELECOM LIMITED
667A,N5 SYSTEMS LTD. - JM
120A,SYMBIOTE INVESTMENTS LIMITED
163J,TRAILLE CARIBBEAN LIMITED
399J,UBITELECOM LIMITED
8914,ST KITTS NEVIS TELEPHONE - ST KITTS
245E,CARIBBEAN CABLE COMMS (NEVIS) LIMITED - KN
591D,UTS-CARIGLOBE MOBILE SERVICES LIMITED
8913,ST KITTS NEVIS TELEPHONE - NEVIS
1810,UNITED TEL OF EASTERN KANSAS DBA CENTURYLINK
205F,"ONVOY, LLC  KS"
433H,"TC WIRELESS, INC - KS"
1839,"TRI - COUNTY TELEPHONE ASSOCIATION, INC."
1785,"J.B.N. TELEPHONE CO., INC."
1826,"RURAL TEL. SERVICE CO., INC. DBA NEX-TECH"
1777,"GOLDEN BELT TELEPHONE ASSOCIATION, INC."
1829,"S & A TELEPHONE CO., INC."
1842,UNITED TEL CO. OF KANSAS DBA CENTURYLINK
460D,"WTC COMMUNICATIONS, INC. - KS"
4366,"NEX-TECH, LLC - KS"
1758,COUNCIL GROVE TELEPHONE CO.
1816,BLUESTEM TELEPHONE COMPANY
4548,"SOUTH CENTRAL WIRELESS, INC., DBA SCTELCOM-KS"
1818,"CRAW - KAN TELEPHONE COOPERATIVE, INC. - KANSAS"
1759,"CRAW - KAN TELEPHONE COOPERATIVE, INC. - MISSOURI"
6267,UNITED STATES CELLULAR CORP. - KANSAS
1780,"HAVILAND TELEPHONE CO., INC."
1788,KANOKLA TELEPHONE ASSOCIATION
8995,"TELEPORT COMMUNICATIONS AMERICA, LLC - KS"
1782,"HOME TELEPHONE CO., INC. KS"
018H,"PEERLESS NETWORK OF KANSAS, LLC - KS"
986E,"BANDWIDTH.COM CLEC, LLC - KS"
330D,"RAINBOW COMMUNICATIONS, LLC - KS"
1833,"SOUTHERN KANSAS TELEPHONE CO., INC."
211D,"SKT, INC. - KS"
1840,"TWIN VALLEY TELEPHONE, INC."
1746,"BLUE VALLEY TELE-COMMUNICATIONS, INC."
995H,MIDCONTINENT COMMUNICATIONS - KS
3915,CONSOLIDATED COMMUNICATIONS ENTERPRISE SVC-KS
8859,"GLOBAL CROSSING LOCAL SERVICES, INC.-KS"
8856,"FUSION CLOUD SERVICES, LLC"
4780,"WINDSTREAM NUVOX KANSAS, LLC"
1812,"EMBARQ MISSOURI, INC. - KS DBA CENTURYLINK - KS"
787D,"GBT COMMUNICATIONS, INC. - KS"
1820,"RAINBOW TELECOMMUNICATIONS ASSOCIATION, INC."
5237,"GIANT COMMUNICATIONS, INC. -KS"
354E,YMAX COMMUNICATIONS CORP. - KS
6619,"DIGI-PAGE, LLP."
818C,"INTRADO COMMUNICATIONS, LLC"
014E,"IDEATEK TELCOM, LLC"
8983,"CENTURYLINK COMMUNICATIONS, LLC - KS"
6870,"MOBILE ELECTRONICS, INC."
6123,"TELEPORT COMMUNICATIONS AMERICA, LLC - MO"
579C,TIME WARNER CBL INFO SVC (MO) DBA TIME WARNER CBL
7589,"LEVEL 3 TELECOM OF KANSAS CITY, LLC - MO"
6530,MOBILE RADIO COMMUNICATIONS DBA MOBILFONE
1807,"MO - KAN DIAL, INC."
718D,"AVID COMMUNICATIONS, LLC - MO"
7594,BROOKS FIBER COMMUNICATIONS - MO
799C,"CENTURYTEL SOLUTIONS, LLC DBA CENTURYLINK SOL - MO"
0472,CONSOLIDATED COMMUNICATIONS OF MISSOURI COMPANY
1932,LATHROP TELEPHONE COMPANY
6756,SELECTPATH INC
6102,"EXOP OF MISSOURI, INC."
323E,YMAX COMMUNICATIONS CORP. - MO
886E,"CENTURYLINK COMMUNICATIONS, LLC - KS"
7411,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- KS"
931H,"AIRUS, INC. - KS"
187H,"SOCKET TELECOM, LLC - KS"
7014,"LEVEL 3 TELECOM OF KANSAS CITY, LLC - KS"
577C,TIME WARNER CBL INFO SVC (KS) DBA TIME WARNER CBL
742D,"AVID COMMUNICATIONS, LLC - KS"
1849,"WILSON TELEPHONE CO., INC."
224H,"CEBRIDGE TELECOM KS, LLC DBA SUDDENLINK COMM"
4196,CELLULAR NETWORK PARTNERSHIP
183G,"MCC TELEPHONY OF THE MIDWEST, LLC - KS"
447H,"MT NETWORKS, LLC - KS"
1781,"H & B COMMUNICATIONS, INC."
906E,"HOME COMMUNICATIONS, INC. - KS"
1847,"WHEAT STATE TELEPHONE, INC."
1761,"CUNNINGHAM TELEPHONE CO., INC."
300C,"H & B CABLE SERVICE, INC. - KS"
423J,"CORETEL KANSAS, INC. - KS"
892C,"TWIN VALLEY COMMUNICATIONS, INC. - KS"
1756,COLUMBUS TELEPHONE CO.
636D,"CUNNINGHAM COMMUNICATIONS, INC. - KS"
2030,"TOTAH COMMUNICATIONS, INC."
159E,MERCURY VOICE AND DATA LLC DBA SUDDENLINK COMM-MO
555G,VALU-NET LLC - KS
342H,FIBER COMMUNICATIONS OF COLUMBUS LLC - KS
1808,MOUNDRIDGE TELEPHONE CO.
1778,"GORHAM TELEPHONE CO., INC."
1831,"SOUTH CENTRAL TELEPHONE ASSOCIATION, INC."
6934,"AIRPHONE, INC."
1814,"PEOPLES TELECOMMUNICATIONS, LLC - KS"
1791,"LA HARPE TELEPHONE CO., INC."
6865,WESTAR COMMUNICATIONS INC.
1809,MUTUAL TELEPHONE CO.
1801,"MADISON TELEPHONE, LLC-KS"
136J,"WTC TECHNOLOGIES, INC. - KS"
237F,"ONE POINT TECHNOLOGIES, INC. - KS"
737E,"CROSSROADS WIRELESS, INC."
2018,"PIONEER TELEPHONE COOPERATIVE, INC."
1845,"WAMEGO TELEPHONE CO., INC."
1128,CITIZENS TELECOM OF NE LLC DBA FRONTIER COM OF NE
2309,"PINPOINT COMMUNICATIONS, INC.-NE"
2455,"BENKELMAN TELEPHONE CO., INC."
1557,"HARTMAN TELEPHONE EXCHANGE, INC."
1540,DILLER TELEPHONE CO.
6272,UNITED STATES CELLULAR CORP. - OKLAHOMA
1852,"ZENDA TELEPHONE CO., INC."
0413,"LOGAN TELEPHONE COOPERATIVE, INC."
4240,RUDDATA CORPORATION
3106,KENTUCKY RSA 3 CELLULAR GENERAL PARTNERSHIP
9690,"WINDSTREAM KENTUCKY EAST, INC. - LEXINGTON"
3108,CUMBERLAND CELLULAR PARTNERSHIP
6940,"EAST KENTUCKY NETWRK, LLC DBA APPALACHIAN WIRELESS"
0408,"GEARHEART COMM. CO, INC. DBA COALFIELDS TELEPHONE"
7514,"FUSION CLOUD SERVICES, LLC"
238H,"CEBRIDGE TELECOM KY, LLC DBA SUDDENLINK COMM"
2623,INTER MOUNTAIN CABLE DBA MIKROTEC COMMUNICATIONS
0415,PEOPLES RURAL TELEPHONE COOPERATIVE CORP.
9691,"WINDSTREAM KENTUCKY EAST, INC. - LONDON"
0411,LESLIE COUNTY TELEPHONE CO.
6834,"NORTHSTAR TECHNOLOGY, LLC"
419E,"TV SERVICE, INC. - KY"
489H,"PEOPLES TELECOM, LLC"
8449,SPRINT SPECTRUM L.P.- KY
732E,"FIBERNET, LLC - KY"
419C,"ARMSTRONG TELECOMMUNICATIONS, INC. - KY"
5196,"E-TEL, LLC - KY"
0396,"BALLARD RURAL TELEPHONE COOP. CORP., INC."
3107,KENTUCKY RSA 4 CELLULAR GENERAL PARTNERSHIP
0421,"WEST KENTUCKY RURAL TELEPHONE COOP. CORP., INC."
0398,BRANDENBURG TELEPHONE CO.
5620,"SOUTH CENTRAL TELCOM, LLC"
0406,FOOTHILLS RURAL TELEPHONE COOPERATIVE CORP.
193F,"CELLULAR SERVICES, LLC - KY"
6879,"DATA PAGE, INC."
0418,"SO CENTRAL RURAL TELECOMM COOPERATIVE, INC."
588C,"BLUEGRASS TELEPHONE COMPANY, INC. - KY"
0401,"DUO COUNTY TELEPHONE COOPERATIVE, INC."
0414,MOUNTAIN RURAL TELEPHONE COOPERATIVE
6811,MOBILE COMMUNICATIONS SVC OF BOWLING GREEN INC
6814,WOOD COMMUNICATIONS DBA CELLPAGE
0419,THACKER/GRIGSBY TELEPHONE CO.
330E,"CUMBERLAND CELLULAR, LLC"
584J,WEST KENTUCKY RURAL TELEPHONE COOPERATIVE CORPORAT
2335,"VELOCITY NETWORKS OF KENTUCKY, INC.-KY"
9590,"NORTH CENTRAL COMMUNICATIONS, INC. - KY"
0412,"LEWISPORT TELEPHONE CO., INC."
292D,"DIALOG TELECOMMUNICATIONS, INC. - KY"
4001,"NORTH CENTRAL TELEPHONE COOPERATIVE, INC. - KY"
0417,SALEM TELEPHONE CO.
4002,"HIGHLAND TELEPHONE COOPERATIVE, INC. - KY"
2722,"FUSION CLOUD SERVICES, LLC"
559E,"BIG RIVER TELEPHONE COMPANY, LLC - KY"
9214,FRONTIER WEST VIRGINIA INC.
449F,"ONVOY, LLC - WV"
133J,"METRO FIBERNET, LLC - KY"
6278,UNITED STATES CELLULAR CORP. - TENNESSEE
150G,JACKSON ENERGY AUTHORITY - TN
598B,"WEST KENTUCKY RURAL TELEPHONE COOPERATIVE, INC."
4095,FIBERNET WV
9321,AMERITECH OHIO
391E,"CEBRIDGE TELECOM WV, LLC DBA SUDDENLINK COMMS - WV"
0565,"HIGHLAND TELEPHONE COOPERATIVE, INC. - TN"
0573,"NORTH CENTRAL TELEPHONE COOPERATIVE, INC. - TN"
6596,"RAM TECHNOLOGIES, INC. - OHIO"
9681,"FIBERNET OF OHIO, LLC - OH"
601G,"HORIZON SERVICES, INC. - OH"
8168,"TIER 2 COMMUNICATIONS, LLC"
088E,"COMCAST PHONE OF LOUISIANA, LLC - LA"
3807,NETWORK TELEPHONE CORPORATION - LA
4930,"LOUISIANA COMPETITIVE TELECOMMUNICATIONS, INC."
4618,"DELTACOM, INC. - LA"
150C,"VOICESTREAM GSM I, LLC"
153F,"BANDWIDTH.COM CLEC, LLC - LA"
8764,INTERMEDIA COMMUNICATIONS INC. - LA
181D,"HUNT TELECOMMUNICATIONS, LLC - LA"
586E,YMAX COMMUNICATIONS CORP. - LA
606F,"GLOBAL DATA SYSTEMS, INC. - LA"
9002,LAFAYETTE CITY-PARISH CONSOLIDATED GOVERNMENT-LA
8994,"LEVEL 3 TELECOM OF LOUISIANA, LLC - LA"
350D,"CHARTER FIBERLINK LA-CCO, LLC - LA"
8839,ADVANCED TEL INC. - LA
771A,"XFONE USA, INC. - LA"
959G,"PRIDE NETWORK, INC. DBA NTS OF LOUISIANA - LA"
6922,"MTPCS, LLC"
260H,"CEBRIDGE TELECOM LA, LLC D/B/A SUDDENLINK COMM LA"
0893,"US LEC COMMUNICATIONS, INC. - LA"
4835,"ACTEL INTEGRATED COMMUNICATIONS, INC. - LA"
7488,"LEVEL 3 TELECOM OF LOUISIANA, LLC - LA"
7190,"COX LOUISIANA TELECOM , L.L.C."
127J,NORTHEAST TELEPHONE SERVICES - LA
2896,"CENTURYLINK COMMUNICATIONS, LLC LA"
786D,"NEXUS SYSTEMS, INC. - LA"
984D,"TEC OF JACKSON, INC. - LA"
7637,"CENTURYLINK COMMUNICATIONS, LLC LA"
6790,COMM. SALES AND SERVICE DBA PAGERS UNLIMITED
908A,"TELEPAK NETWORKS, INC. - LA"
477H,"AIRUS, INC. - LA"
6853,BAY STAR SATELLITE PAGING
670H,"RCLEC, INC. - LA"
784H,"TIM RON ENTERP, LLC DBA NETWORK COMM TELECOM - LA"
8809,"BUDGET PREPAY, INC. - LA"
6114,"LEVEL 3 COMMUNICATIONS, LLC - TX"
0435,"NORTHEAST LOUISIANA TELEPHONE CO., INC."
0425,CAMERON TELEPHONE CO.
0426,CAMPTI - PLEASANT HILL TELEPHONE CO.
645C,"LBH, LLC DBA CAMERON COMMUNICATIONS - LA"
769F,"SJI, L.L.C. - LA"
650C,"DETEL WIRELESS, LLC - LA"
0441,"STAR TELEPHONE CO., INC."
3610,RESERVE LONG DIST CO DBA RESERVE TELECOMM - LA
4631,RALPH J GONTHIER DBA RADIO COMMUNICATIONS SERVICE
0430,ELIZABETH TELEPHONE CO.
0428,DELCAMBRE TELEPHONE CO.
0454,"FRANKLIN TELEPHONE CO., INC."
5463,NETWORK TELEPHONE CORPORATION - MS
823C,"INTRADO COMMUNICATIONS, LLC"
0429,"EAST ASCENSION TELEPHONE COMPANY, LLC"
982F,"HARBOR COMMUNICATIONS, LLC - LA"
819C,"INTRADO COMMUNICATIONS, LLC"
0432,KAPLAN TELEPHONE CO.
0433,LAFOURCHE TELEPHONE COMPANY
0438,"RESERVE TELEPHONE CO., INC."
774F,"MCC TELEPHONY OF THE SOUTH, LLC - MS"
7199,"MCI WORLDCOM COMMUNICATIONS, INC. - MA"
4084,"PAETEC COMMUNICATIONS, INC.- MA"
4018,"LEVEL 3 COMMUNICATIONS, LLC - MA"
8345,"GLOBAL CROSSING LOCAL SERVICES, INC.-MA"
6387,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MA
4536,"XO MASSACHUSETTS, INC."
