code,name
819H,BLUIP INC
3662,"PACIFIC CENTREX SERVICES, INC. - CA"
973E,"RACE TELECOMMUNICATIONS, INC. - CA"
365J,RIGHT CALL LLC
993B,"CURATEL, LLC - CA"
8827,"BROADWING COMMUNICATIONS, LLC - CA"
748D,MPOWER NETWORKS SERVICES INC. - CA
222H,LOCAL ACCESS SERVICES LLC - CA
7534,FRONTIER CALIFORNIA INC.
886G,"RCLEC, INC. - CA"
033H,GETGO COMMUNICATIONS LLC - CA
432F,"VAYA TELECOM, INC. - CA"
252F,"WIDE VOICE, LLC - CA"
863D,"CONNECTTO COMMUNICATIONS, INC. - CA"
7145,TELEPORT COMMUNICATIONS GROUP - SAN FRANCISCO
4420,FRONTIER CALIFORNIA INC.
683G,INTRADO COMMUNICATIONS LLC
6261,UNITED STATES CELLULAR CORP. - CALIFORNIA
734E,"CAL-ORE COMMUNICATIONS, INC. - CA"
2321,HAPPY VALLEY TELEPHONE CO.
2301,CALAVERAS TELEPHONE CO.
433E,"SONIC TELECOM, LLC - CA"
9807,NORCAST COMMUNICATIONS CORPORATION - CA
4752,"KCINDUR COMMUNICATIONS, INC. DBA ADVANCED PAGING"
7128,BROOKS FIBER COMMUNICATIONS OF CALIFORNIA - CA
337E,BRIGHT HOUSE NTWS INFORMATION SVCS (CALIFORNIA) CA
2315,GLOBAL VALLEY NETWORKS
3964,"CONSOLIDATED COMMUNICATIONS ENTERPRISE SVCS, INC"
485E,"ASTOUND BROADBAND, LLC - CA"
7174,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM
293G,MOSAIC NETWORX LLC - CA
7610,"COMCAST PHONE OF CALIFORNIA, LLC - CA"
7147,"TELEPORT COMMUNICATIONS AMERICA, LLC - CA"
2322,HORNITOS TELEPHONE CO.
857F,"MCC TELEPHONY OF THE WEST, LLC - CA"
2338,"SIERRA TELEPHONE CO., INC."
2318,"FORESTHILL TELEPHONE CO., INC."
006E,"FRONTIER COMMUNICATIONS OF AMERICA, INC. - CA"
2344,FRONTIER COMMUNICATIONS WEST COAST INC. - CA
4553,"ARRIVAL COMMUNICATIONS, INC. - CA"
2311,CALIFORNIA - OREGON TELEPHONE CO.
2313,DUCOR TELEPHONE CO.
103G,"SNOWCREST TELEPHONE, INC -CA"
2339,SISKIYOU TELEPHONE CO.
2334,CONSOLIDATED COMMUNICATIONS OF CALIFORNIA COMPANY
2342,CITIZENS TELECOM DBA FRONTIER COMM OF TOULUMNE
2346,PINNACLES TELEPHONE CO.
2343,VOLCANO TELEPHONE CO.
2324,KERMAN TELEPHONE CO.
2360,"CENTURYTEL OF OREGON, INC. DBA CENTURYLINK"
5820,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - OR
750E,"ONVOY, LLC - OR"
6349,UNITED STATES CELLULAR CORP. - OREGON
029F,"ONVOY, LLC  NV"
7692,AT&T CORP. - NV
587C,"TELEPORT COMMUNICATIONS AMERICA, LLC - NV"
4805,"LEVEL 3 COMMUNICATIONS, LLC - NV"
9742,NEVADA BELL
813D,"CHARTER FIBERLINK NV-CCVII, LLC - NV"
4421,FRONTIER COMMUNICATIONS OF THE SOUTHWEST INC - NV
2817,"MATRIX TELECOM, LLC. SII TNCI - NV"
6458,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NV
811D,"UTILITY TELECOM GROUP, LLC - NV"
187G,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM
7376,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - NV
4652,U.S. TELEPACIFIC CORP. - NV
7567,MPOWER COMMUNICATIONS CORP - NV
324E,YMAX COMMUNICATIONS CORP. - NV
408F,"PEERLESS NETWORK OF NEVADA, LLC - NV"
2323,WINTERHAVEN TELEPHONE CO.
2178,AGATE MUTUAL TELEPHONE COOPERATIVE ASSOCIATION
6118,"LEVEL 3 COMMUNICATIONS, LLC - CO"
6874,"N.E. COLORADO CELLULAR, INC."
026D,"ONVOY, LLC  CO"
6567,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - CO
2185,"CENTURYTEL OF EAGLE, INC. DBA CENTURYLINK"
278F,"PEERLESS NETWORK OF COLORADO, LLC - CO"
2199,"PLAINS COOPERATIVE TELEPHONE ASSOCIATION, INC."
2186,"EASTERN SLOPE RURAL TELEPHONE ASSOCIATION, INC."
710A,"ALLO COMMUNICATIONS, LLC - NE"
7801,ICG TELECOM GROUP - CO
2182,BLANCA TELEPHONE CO.
2204,CONSOLIDATED COMMUNICATIONS OF COLORADO COMPANY
7378,"TELEPORT COMMUNICATIONS AMERICA, LLC - CO"
078F,"BANDWIDTH.COM CLEC, LLC - CO"
6613,SELECTPATH OF COLORADO INC
8465,"GLOBAL CROSSING LOCAL SERVICES, INC.-CO"
8287,"CONVERGENT COMMUNICATIONS, INC. - CO"
8980,"XO COLORADO, LLC"
765B,"ELBERT COUNTY WIRELESS, LLC"
2490,"FUSION COMMUNICATIONS, LLC"
3044,"LIVE WIRE NETWORKS, INC. - CO"
4788,"MCLEODUSA TELECOMMUNICATIONS SERVICES, INC.- CO"
3467,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM
2207,STRASBURG TELEPHONE CO.
6907,COMMUNICATIONS UNLIMITED
320E,YMAX COMMUNICATIONS CORP. - CO
2181,"BIJOU TELEPHONE COOPERATIVE ASSOCIATION, INC."
4574,"LEVEL 3 TELECOM OF COLORADO, LLC - CO"
5972,INTERLINK ADV SVC DBA FORETHOUGHT.NET - CO
881B,"ILOKA, INC. DBA NEWCLOUD NETWORKS - CO"
6832,"NEXTWAVE TELECOM, INC DBA NEXTWAVE WIRELESS"
588A,ZIPPYTECH INCORPORATED
809C,"INTRADO COMMUNICATIONS, LLC"
567G,"TELIAX, INC. - CO"
330B,"FASTTRACK COMMUNICATIONS, INC. - CO"
019J,"AIRUS, INC. - CO"
016G,TELSTAR COMMUNICATIONS INC
777H,"PACOPTIC NETWORKS, LLC - CO"
500J,JIVE COMMUNICATIONS INC.
022H,"COMMIO, LLC"
557H,"WIDE VOICE, LLC - CO"
616J,LEAP TELECOM LLC
8540,"GREAT WEST SERVICES, LTD. - CO"
681H,"RCLEC, INC. - CO"
2208,"CENTURYTEL OF COLORADO, INC. DBA CENTURYLINK"
4164,"SAN ISABEL TELECOM, INC."
1772,UINTAH BASIN ELECTRONIC TELECOMMUNICATIONS
013B,UNION TELEPHONE COMPANY
2194,NUNN TELEPHONE CO.
2198,PINE DRIVE TELEPHONE CO.
8522,"FALCON BROADBAND, INC. - CO"
2203,"RYE TELEPHONE CO., INC."
2209,WIGGINS TELEPHONE ASSOCIATION
2206,STONEHAM COOPERATIVE TELEPHONE CO.
1835,CONSOLIDATED COMMUNICATIONS OF KANSAS COMPANY
2210,WILLARD TELEPHONE CO.
312G,"NORTHERN COLORADO COMMUNICATIONS, LLC"
2195,SOUTH PARK TEL CO
355F,"BIG RIVER TELEPHONE COMPANY, LLC - CO"
7590,"LEVEL 3 TELECOM OF COLORADO, LLC - CO"
2192,"BIG SANDY TELECOM, INC."
383E,"BRESNAN BROADBAND OF COLORADO, LLC - CO (CHARTER)"
022J,ZIPPYTECH INC. - CO
2184,"DELTA COUNTY TELE - COMM, INC."
768C,"SECOM, INC. - CO"
2193,NUCLA - NATURITA TELEPHONE CO.
2187,THE EL PASO COUNTY TELEPHONE COMPANY
075G,"FARMERS TELECOMMUNICATIONS, INC. - CO"
2188,"FARMERS TELEPHONE CO., INC."
2201,RICO TELEPHONE CO.
775D,NUCLA-NATURITA TELEPHONE COMPANY
034G,"TIME WARNER CABLE INFORMATION SVCS (COLORADO), CO"
2190,HAXTUN TELEPHONE CO
549E,"ONVOY, LLC - NE"
995E,"BANDWIDTH.COM CLEC, LLC - NE"
2202,ROGGEN TELEPHONE COOPERATIVE CO.
2197,PHILLIPS COUNTY TELEPHONE CO.
2016,"PANHANDLE TELEPHONE COOPERATIVE, INC."
467B,"PANHANDLE TELECOMMUNICATIONS SYSTEMS, INC."
5813,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - OK
468B,"PANHANDLE TELECOMMUNICATIONS SYSTEMS, INC."
2297,UNION TELEPHONE CO. - WY
2196,PEETZ COOPERATIVE TELEPHONE CO.
2291,"DUBOIS TELEPHONE EXCHANGE, INC."
9631,QWEST CORPORATION
3233,"LEVEL 3 COMMUNICATIONS, LLC - NE"
6263,UNITED STATES CELLULAR - NE
1516,ARAPAHOE TELEPHONE CO.
5807,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NE
6566,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - WY
9416,"LEVEL 3 COMMUNICATIONS, LLC - WY"
3410,RT COMMUNICATIONS
450F,"ONVOY, LLC - WY"
009E,"BRESNAN BROADBAND OF WYOMING, LLC - WY (CHARTER)"
581H,"AIRUS, INC. - WY"
081F,"BANDWIDTH.COM CLEC, LLC - WY"
370E,YMAX COMMUNICATIONS CORP. - WY
879G,TELEPORT COMMUNICATIONS AMERICA - WY - LLC
753E,"CHARTER FIBERLINK - NEBRASKA, LLC - NE"
7144,"TELEPORT COMMUNICATIONS AMERICA, LLC - NE"
1827,S & T TELEPHONE COOPERATIVE ASSOCIATION
1817,"PIONEER TELEPHONE ASSOCIATION, INC."
1841,"UNITED TELEPHONE ASSOCIATION, INC."
1764,"ELKHART TELEPHONE CO., INC."
6532,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - KS
401D,"UNITED WIRELESS COMMUNICATIONS, INC."
1802,"COX KANSAS TELCOM, LLC-KS"
7593,BROOKS FIBER COMMUNICATIONS - KS
925G,"UNITED COMMUNICATIONS ASSOCIATION, INC. - KS"
642H,"UNITED WIRELESS COMMUNICATIONS, INC. - KS"
2240,"LEVEL 3 COMMUNICATIONS, LLC - KS"
122D,"NEX-TECH WIRELESS, LLC"
5910,"S & T COMMUNICATIONS, LLC - KS"
1577,"GREAT PLAINS COMMUNICATIONS, INC."
8907,CABLE & WIRELESS - CAYMAN ISLANDS
626H,INFINITY BROADBAND LTD
688B,DIGICEL (CAYMAN) LIMITED
207C,WESTTEL LTD.
091C,TELECAYMAN LIMITED - CI
6388,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - CT
6624,"OMNIPOINT COMMUNICATIONS, INC. - CT"
4036,"NEW CINGULAR WIRELESS PCS, LLC - DC"
7143,"TELEPORT COMMUNICATIONS AMERICA, LLC - CT"
3493,"GLOBAL CROSSING LOCAL SERVICES, INC.-CT"
9147,SOUTHERN NEW ENGLAND TELCO DBA FRONTIER COMM OF CT
2706,"CHOICE ONE COMMUNICATIONS, INC. - CT"
539F,"PEERLESS NETWORK OF CONNECTICUT, LLC - CT"
199F,"BANDWIDTH.COM CLEC, LLC - CT"
4950,"CABLEVISION LIGHTPATH, INC. - CT"
4800,"LEVEL 3 COMMUNICATIONS, LLC - CT"
9841,"BROADWING COMMUNICATIONS, LLC - CT"
3863,CTC COMMUNICATIONS CORP. - CT
3083,"PAETEC COMMUNICATIONS, LLC - CT"
3722,"CONVERSENT COMMUNICATIONS OF CONNECTICUT, LLC"
639C,"ONVOY, LLC - CT"
777C,"CHARTER FIBERLINK CT-CCO, LLC-CT"
7230,BROOKS FIBER COMMUNICATIONS OF CONNECTICUT INC-CT
6919,"AQUIS COMMUNICATIONS, INC."
350E,YMAX COMMUNICATIONS CORP. - CT
124J,"AIRUS, INC. - CT"
9104,VERIZON NEW YORK INC.
7140,"TC SYSTEMS,INC. - NY"
4152,"PAETEC COMMUNICATIONS, INC. - NY"
384C,"ONVOY, LLC  NY"
3724,"CONVERSENT COMMUNICATIONS OF NEW YORK, LLC"
7650,"BROOKS FIBER OF NEW YORK, INC."
6959,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - NY
4006,"LEVEL 3 COMMUNICATIONS, LLC - NY"
155E,"PEERLESS NETWORK OF NEW YORK, LLC - NY"
7343,"GLOBAL CROSSING LOCAL SERVICES, INC.-NY"
6622,"OMNIPOINT COMMUNICATIONS, INC. - NY"
8340,"XO NEW YORK, INC."
7059,"BROADWING COMMUNICATIONS, LLC - NY"
7126,"CABLEVISION LIGHTPATH, INC. - NY"
4593,"BROADVIEW NETWORKS, INC. - NY"
534J,UCOMTEL INC.
7133,MCI WORLDCOM COMMUNICATIONS INC. - NY
1376,"EUREKA TELECOM, INC. DBA EUREKA NETWORKS - NY"
6830,SUPERIOR COMMUNICATIONS TECHNOLOGY CORP.
0059,AAT PAGING CORPORATION II
8667,"AMERICAN NETWORK, INC."
8473,"LEVEL 3 TELECOM OF NEW YORK, LP - NY"
2612,"SCARSDALE SECURITY SYSTEMS, INC."
4274,"EAGLE COMMUNICATIONS, INC."
525G,"BARR TELL USA, INC. - NY"
7353,"RCN TELECOM SERVICES, INC. - NY"
MULT,MULTIPLE OCN LISTING
452J,LTE WIRELESS INC D/BA/ LTE WIRELESS - NY
466E,IDT AMERICA CORP - CT
997E,"BANDWIDTH.COM CLEC, LLC - NY"
473G,TELENGY L.L.C. - NY
4054,"CONVERSENT COMMUNICATIONS OF RHODE ISLAND, LLC"
7351,"TELEPORT COMMUNICATIONS AMERICA, LLC - RI"
977E,"ONVOY, LLC - RI"
9102,VERIZON NEW ENGLAND INC.
8778,COX RHODE ISLAND TELECOM INC
7135,"TC SYSTEMS, INC."
7619,"RCN TELECOM SERVICES, INC. - MA"
892D,"ONVOY, LLC - MA"
4673,CHOICE ONE COMMUNICATIONS - MA
3370,CTC COMMUNICATIONS CORP. - MA
6889,"OMNIPOINT MIAMI E LICENSE, LLC"
7231,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - RI
4016,LEVEL 3 COMMUNICATIONS - RI
4957,"CHOICE ONE COMMUNICATIONS OF RHODE ISLAND, INC."
9211,"VERIZON WASHINGTON, DC INC."
8964,"XO D.C., INC."
850D,"ONVOY, LLC - DC"
074F,"BANDWIDTH.COM CLEC, LLC - DC"
6402,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DC
280E,YMAX COMMUNICATIONS CORP. - DC
4989,"PAETEC COMMUNICATIONS, INC. - DC"
1960,"ATX TELECOMMUNICATIONS SERVICES, LTD-VA"
8831,"STARPOWER COMMUNICATIONS, LLC - DC"
4249,CAVALIER EAST LLC - DC
6855,"OMNIPOINT COMMUNICATIONS CAP OPERATIONS, LLC"
275F,"PEERLESS NETWORK OF THE DISTRICT OF COLUMBIA, DC"
2515,"US LEC OF VIRGINIA, LLC - DC"
7529,"TELEPORT COMMUNICATIONS AMERICA, LLC - DC"
6117,"LEVEL 3 COMMUNICATIONS, LLC - DC"
2801,"LEVEL 3 TELECOM OF D.C., LLC - DC"
4725,"CAVALIER TELEPHONE, LLC"
4937,ALLEGIANCE TELECOM OF THE DISTRICT OF COLUMBIA
4093,"BROADWING COMMUNICATIONS, LLC - DC"
5977,"BROADVIEW NETWORKS, INC. - DC"
2695,CTC COMMUNICATIONS CORP. - DC
4982,"GLOBAL CROSSING TELEMANAGEMENT, INC.-DC"
6810,REDI-CALL COMMUNICATIONS CO
513G,"ATLANTECH ONLINE, INC. - DC"
118H,LOCAL ACCESS LLC - DC
812C,"INTRADO COMMUNICATIONS, LLC"
538H,"WIDE VOICE, LLC - DC"
645H,"AIRUS, INC. - DC"
879H,"BARR TELL USA, INC. - DC"
201H,VOXBEAM TELECOMMUNICATIONS INC. - DC
408H,"RCLEC, INC. - DC"
2554,"GLOBAL NAPS SOUTH, INC. - MD"
071F,"BANDWIDTH.COM CLEC, LLC - MD"
6395,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MD
4773,"XO MARYLAND, LLC"
9212,"VERIZON MARYLAND, INC."
8992,"ALLEGIANCE TELECOM, INC. - MD"
6119,"LEVEL 3 COMMUNICATIONS, LLC - MD"
4716,"PAETEC COMMUNICATIONS, INC. - MD"
8832,"STARPOWER COMMUNICATIONS, LLC - MD"
6050,"GLOBAL CROSSING LOCAL SERVICES, INC.-MD"
876D,"ONVOY, LLC - MD"
568G,"PEERLESS NETWORK OF MARYLAND, LLC"
3910,"CAVALIER TELEPHONE MID-ATLANTIC, LLC - MD"
281E,YMAX COMMUNICATIONS CORP. - MD
2593,"CORE COMMUNICATIONS, INC. - MD"
4820,CAVALIER EAST LLC - MD
7061,"ATX TELECOMMUNICATIONS SERVICES, LTD"
8697,BALTIMORE-WASHINGTON TELEPHONE (BWT)
5966,"LIGHTWAVE COMMUNICATIONS, LLC - MD"
2589,"US LEC OF MARYLAND, INC."
530H,"WIDE VOICE, LLC - MD"
7591,"LEVEL 3 TELECOM OF MARYLAND, LLC - MD"
082H,LOCAL ACCESS LLC - MD
361H,"ATLANTECH ONLINE, INC. - MD"
8605,"MTE, INC. DBA MTE PAGING NETWORK"
4749,"TELCOVE OPERATIONS, INC. - MD"
4492,"VDL, INC. DBA GLOBAL TELECOM BROKERS - MD"
2596,"QUANTUM TELECOMMUNICATIONS, INC. - MD"
7325,"TELEPORT COMMUNICATIONS AMERICA, LLC - MD"
3806,"CORE COMMUNICATIONS, INC. - PA"
138E,"ONVOY, LLC  VA"
9213,"VERIZON VIRGINIA, INC."
6827,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA
7189,"COX VIRGINIA TELCOM, INC. - VA"
4772,"XO VIRGINIA, LLC"
8825,"LEVEL 3 COMMUNICATIONS, LLC - VA"
5978,"BROADVIEW NETWORKS, INC. - VA"
8357,"US LEC OF VIRGINIA, LLC"
079F,"BANDWIDTH.COM CLEC, LLC - VA"
200H,GETGO COMMUNICATIONS LLC - VA
5832,"CORETEL VIRGINIA, LLC - VA"
275G,"PEERLESS NETWORK OF VIRGINIA, LLC - VA"
102H,LOCAL ACCESS LLC - VA
2700,CTC COMMUNICATIONS CORP. - VA
726H,"AIRUS, INC. - VA"
7238,"MCI WORLDCOM COMMUNICATIONS, INC. - VA"
8830,"STARPOWER COMMUNICATIONS, LLC - VA"
7849,LUMOS NETWORKS INC. - VA
4155,CAVALIER EAST LLC - VA
994G,VOXBEAM TELECOMMUNICATIONS INC. - VA
4005,"GLOBAL CROSSING TELEMANAGEMENT, INC.-VA"
7769,"LEVEL 3 TELECOM OF VIRGINIA, LLC - VA"
0233,VERIZON SOUTH INC.-VA (CONTEL)
4534,"PAETEC COMMUNICATIONS OF VIRGINIA, LLC - VA"
1958,"ATX TELECOMMUNICATIONS SERVICES, LTD"
4160,"ALLEGIANCE TELECOM OF VIRGINIA, INC."
969E,"ONVOY, LLC - DE"
7309,"TCG NEW JERSEY, INC. - PA"
7968,"CAVALIER TELEPHONE, LLC (MID-ATLANTIC) - DE"
349F,"PEERLESS NETWORK OF DELAWARE, LLC - DE"
9210,"VERIZON DELAWARE, INC."
7757,"ATX TELECOMMUNICATIONS SERVICES, LTD"
279E,YMAX COMMUNICATIONS CORP. - DE
6626,"OMNIPOINT COMMUNICATIONS ENTERPRISES, L.P."
073F,"BANDWIDTH.COM CLEC, LLC - DE"
783E,"BLOCK LINE SYSTEMS, LLC DE"
6393,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - DE
4124,"XO DELAWARE, INC."
4801,"LEVEL 3 COMMUNICATIONS, LLC - DE"
7220,"MCI WORLDCOM COMMUNICATIONS, INC. - DE"
1991,"CORETEL DELAWARE, INC. - DE"
274E,"NETCARRIER TELECOM, INC. - DE"
8975,"BROADWING COMMUNICATIONS, LLC - DE"
826F,"MCC TELEPHONY OF THE MID-ATLANTIC, LLC - DE"
328B,US LEC OF PENNSYLVANIA INC. - DE
4276,SCOTT SABO DBA ALLPAGE
399H,LOCAL ACCESS LLC - DE
4874,"PAETEC COMMUNICATIONS, INC. - DE"
2961,"NUTEL COMM, LLC DBA ARBROS COMM LIC COMPANY NE- DE"
312C,IDT AMERICA CORP - DE
0935,D-TEL LLC - DE
0055,NET-TEL CORPORATION-DE
2696,CTC COMMUNICATIONS CORP. - DE
7944,"CAVALIER TELEPHONE, LLC (MID-ATLANTIC) - MD"
7228,"MCI WORLDCOM COMMUNICATIONS, INC. - MD"
8483,TELCOVE OF EASTERN PENNSYLVANIA - PA
4153,"PAETEC COMMUNICATIONS, INC. - PA"
4007,"LEVEL 3 COMMUNICATIONS, LLC - PA"
8347,"CAVALIER TELEPHONE, LLC (MID-ATLANTIC) - PA"
547E,"ONVOY, LLC - PA"
5494,"NETCARRIER TELECOM, INC. - PA"
7341,XO COMMUNICATIONS SERVICES INC - PA
4161,"GLOBAL CROSSING LOCAL SERVICES, INC.-PA"
7615,"RCN TELECOM SERVICE OF PENNSYLVANIA, INC."
8756,"BROADWING COMMUNICATIONS, LLC - PA"
002F,"BANDWIDTH.COM CLEC, LLC - PA"
9208,"VERIZON PENNSYLVANIA, INC."
7434,"MCI WORLDCOM COMMUNICATIONS, INC. - PA"
967E,"PEERLESS NETWORK OF PENNSYLVANIA, LLC - PA"
3210,"CAVALIER TELEPHONE MID-ATLANTIC, LLC - PA"
2514,"US LEC OF PENNSYLVANIA, INC."
6392,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - PA
992G,VOXBEAM TELECOMMUNICATIONS INC. - PA
8908,CABLE & WIRELESS - DOMINICA
746B,ORANGE (DOMINICA) LIMITED
2918,"MARPIN TELECOMS AND BROADCASTING CO., LTD."
867E,SAT TELECOMMUNICATIONS LTD.
331J,"EPIC COMMUNICATIONS, INC."
8909,CODETEL
8921,TRICOM
9584,"ALL AMERICAN CABLES & RADIO, INC. (TRILOGY)"
142A,"ECONOMITEL, C. POR A. - DR"
8791,"TURITEL, S.A."
2118,"TRANSMISIONES Y PROYECCIONES, S.A. (ORANGE)"
338G,SERVICIOS AMPLIADOS DE TELEFONOS S.A. (SATEL)
638B,"SKYMAX DOMINICANA, S.A."
212F,ONEMAX S.A.
869D,"BEC TELECOM, S.A."
C130,WIND TELECOM - CLEC - DR
C140,"COLORTEL, S.A. - DR"
C100,OZYMANDIAS COMPANY - DR CLEC
C150,PRONTOTEL CORP - DR
C110,"SMITCOMS, INC - CLEC - DR"
7472,"POWERTEL JACKSONVILLE LICENSES, INC."
0336,"WINDSTREAM FLORIDA, INC."
6617,"BAKERS ELECTRONICS & COMMUNICATIONS, INC."
018A,"FUSION CLOUD SERVICES, LLC"
8848,GAINESVILLE REGIONAL UTILITIES DBA GRU COMM SVCS
813C,"INTRADO COMMUNICATIONS, LLC"
382G,"TERRA NOVA TELECOM, INC. - FL"
0340,EMBARQ FLORIDA INC. (CENTRAL) DBA CENTURYLINK
6100,"XO FLORIDA, INC."
447J,"HARGRAY OF FLORIDA, INC. - FL"
595J,"SPECTRUM FIBERLINK FLORIDA, LLC"
7131,"TELCOVE INVESTMENT, LLC - FL"
4227,"PAETEC COMMUNICATIONS, INC. - FL"
7448,"MCI WORLDCOM COMMUNICATIONS, INC. - FL"
4085,FLORIDA DIGITAL NETWORK
0341,"EMBARQ FLORIDA, INC. DBA CENTURYLINK"
7635,"LEVEL 3 TELECOM OF FLORIDA, LP - FL"
6548,"ABC PAGING CITY BEEPERS, INC."
965G,LOCAL ACCESS LLC - FL
8689,BUSINESS TELECOM INC. - FL
6701,AERIAL COMMUNICATIONS
8105,"SMART CITY SOLUTIONS II, LLC"
0330,SMART CITY TELECOM LLC DBA SMART CITY TELECOM
7391,"CENTURYLINK COMMUNICATIONS, LLC - FL"
7857,ORLANDO TELEPHONE COMPANY DBA SUMMIT BROADBAND
484H,"AIRUS, INC. - FL"
159H,SMARTEDGENET LLC
886H,"TALKIE COMMUNICATIONS, INC. - FL"
7533,"BELLSOUTH TELECOMMUNICATIONS, INC. - FL"
548J,QUALITY VOICE & DATA INC
9324,"NOVUS COMMUNICATIONS, INC. - FL"
3872,"FUSION CLOUD SERVICES, LLC"
7566,"TELCOVE OF JACKSONVILLE, INC. - FL"
0335,"NORTHEAST FLORIDA TELEPHONE CO., INC."
6426,"PAGER ONE OF FLORIDA, INC. - FLORIDA"
206A,"FUSION CLOUD SERVICES, LLC"
489J,"1ST POINT COMMUNICATIONS, LLC"
481F,"CORETEL FLORIDA, INC. - FL"
6824,"ALLSAFE SECURITY SERVICE, INC. DBA ALLSAFE PAGING"
6754,"PRIORITY PAGING, INC."
0328,FRONTIER FLORIDA LLC DBA FRONTIER COMM OF FLORIDA
3046,"MAXCESS, INC. - FL"
8388,"TELIGENT, INC. - FL"
904G,VOXBEAM TELECOMMUNICATIONS INC. - FL
469A,"T3 COMMUNICATIONS, INC. - FL"
158H,INVOXIO INCORPORATED
856H,MIX NETWORKS INC
480D,"OPTICAL TELECOMMUNICATIONS, INC. - FL"
2721,"FUSION CLOUD SERVICES, LLC"
2547,"GLOBAL CROSSING LOCAL SERVICES, INC.-FL"
010H,"INTEGRATED PATH COMMUNICATIONS, LLC - FL"
700E,"FUSION COMMUNICATIONS, LLC"
765A,IDT AMERICA CORP - FL
572G,"ITS TELECOMMUNICATIONS SYSTEMS, INC. - FL"
202E,EASY TELEPHONE SERVICES COMPANY - FL
6911,"AMERIPAGE, INC."
400J,"BATCHLINK, INC. - FL"
520F,"DIGITALIPVOICE, INC. - FL"
2720,"FUSION CLOUD SERVICES, LLC"
269H,GETGO COMMUNICATIONS LLC - FL
704G,"WIDE VOICE, LLC - FL"
9264,DSL INTERNET CORPORATION - FL
6612,"PROTECOM ATLANTA, INC."
6841,R AND G DISTRIBUTORS
6770,PAGESTAR
490E,"U.S. METROPOLITAN TELECOM, LLC - FL"
305H,"BARR TELL USA, INC. - FL"
7011,"FUSION CLOUD SERVICES, LLC"
4825,DAYTONA TELEPHONE COMPANY
685J,TYCHRON CORPORATION
0338,QUINCY TELEPHONE CO.
213H,"VOICE STREAM NETWORK, INC. - FL"
8952,KNOLOGY OF FLORIDA DBA WOW INTERNET CABLE PHONE
3840,"MATRIX TELECOM, INC DBA TRINSIC COMMUNICATIONS-FL"
435G,MOSAIC NETWORX LLC - FL
6972,GULFCOAST PAGING INC.
964G,LOCAL ACCESS LLC
587B,"HOME TOWN TELEPHONE, LLC - FL"
8368,"FUSION CLOUD SERVICES, LLC"
971D,PROTECTION PLUS THE FL KEYS DBA ENGAGE COMM - FL
0331,"ITS TELECOMMUN. SYSTEMS, INC."
214G,"SEMINOLE TELECOM OF FLORIDA, LLC"
4425,"GEORGIA WINDSTREAM, INC."
0379,PLANT TELEPHONE CO.
6145,CITY OF THOMASVILLE
0377,"PINELAND TELEPHONE COOPERATIVE, INC."
458G,"PINELAND COMMUNICATIONS, INC. - GA"
0380,"PROGRESSIVE RURAL TELEPHONE COOPERATIVE, INC."
0365,GLENWOOD TELEPHONE CO.
841E,"PLANT TELENET, INC. - GA"
720H,CITY OF ALBANY DBA ALBANY UTILITY BOARD
0344,"ALMA TELEPHONE CO., INC."
3622,"AL-CALL, INC. - GA"
0355,"CITIZENS TELEPHONE CO., INC."
0348,"BULLOCH COUNTY RURAL TELEPHONE COOP., INC."
0387,"FRONTIER COMMUNICATIONS OF GEORGIA, LLC"
7170,"COMCAST PHONE OF GEORGIA, LLC - GA"
079G,"BULLOCH CELLULAR, INC. - GA"
8645,SUNCOM DBA T-MOBILE USA
6946,"BAILEYS COMMUNICATIONS & ELECTRONICS, INC."
0394,"WILKES TELEPHONE & ELECTRIC CO., INC."
6702,STANDARD ELECTRONICS
898E,"SOUTH CAROLINA NET, INC. DBA SPIRIT TELECOM - GA"
744E,"GEORGIA BUSINESS NET TELECOMMUNICATIONS, LLC - GA"
6398,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - SC
6093,KNOLOGY OF SC DBA WOW INTERNET CABLE AND PHONE
5258,"LEVEL 3 COMMUNICATIONS, LLC - SC"
4621,"DELTACOM, INC. - SC"
1784,"SOUTH CAROLINA NET, INC. - SC"
6539,"PREFERRED NETWORKS, INC."
548E,"ONVOY, LLC - SC"
0364,"WINDSTREAM GEORGIA TELEPHONE, INC."
0381,PUBLIC SERVICE TELEPHONE CO.
